CONCEPTICON_GLOSS	FREQUENCY	PRESENT	ABSENT
HELMET	9	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DRAGONFLY	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ROSE	8	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
REFRIGERATOR	8	Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
ASPARAGUS	8	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Snodgrass-1980-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Tsaparina-2011-260; vanDort-2007-50
BARN OR SHED	8	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
GARBAGE CAN	8	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
LIGHTBULB	8	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Raman-2013-260; Snodgrass-1980-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Tsaparina-2011-260; vanDort-2007-50
ROLLING PIN	8	Boukadi-2015-348; Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
SAILBOAT	8	Boukadi-2015-348; Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Zhong-2024-1286	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Shao-2016-327; Tsaparina-2011-260; vanDort-2007-50
SANDWICH	8	Boukadi-2015-348; Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
SKUNK	8	Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
SNOWMAN	8	Boukadi-2015-348; Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Zhong-2024-1286; vanDort-2007-50
TOASTER	8	Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
TOE	8	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
TOOTHBRUSH	8	Boukadi-2015-348; Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286
BAT	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
HIPPOPOTAMUS	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SCORPION	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260
CRAB	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DOLPHIN	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHARK	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CACTUS	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260
FUNNEL	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260
WOLF	8	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SUNFLOWER	7	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DOORKNOB	7	Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
IRONING BOARD	7	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
RACCOON	7	Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; vanDort-2007-50
PELICAN	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BONE	7	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BRAIN	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WHALE	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ACORN	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CHEESE	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SAXOPHONE	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHOVEL	7	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BOAT	7	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ROPE	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
STAIRS	7	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FAN (OBJECT)	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COMPASS	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260
PARROT	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FAUCET	7	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CABBAGE	6	Boukadi-2015-348; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BABY CARRIAGE	6	Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
LIGHT SWITCH	6	Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
RECORD PLAYER	6	Dimitropoulou-2009-260; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Snodgrass-1980-260; Tsaparina-2011-260	Bangalore-2022-180; Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286; vanDort-2007-50
SEAHORSE	6	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50	Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286
SEAGULL	6	Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MOUTH	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SKULL	6	Boukadi-2015-348; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TONGUE	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MOSQUITO	6	Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FORTRESS	6	Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DIAMOND	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SWORD	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
VOLCANO	6	Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260
CIGAR	6	Boukadi-2015-348; Dimitropoulou-2009-260; Nishimoto-2005-359; Raman-2013-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; vanDort-2007-50
FEATHER	6	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ROBOT	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TANK	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BENCH	6	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BAG	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MIRROR	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PLATE	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SCALES (MEASURE INSTRUMENT)	6	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MICROPHONE	6	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SKELETON	6	Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
