CONCEPTICON_GLOSS	FREQUENCY	PRESENT	ABSENT
CHIMNEY	4	Boukadi-2015-348; Liu-2011-435; Nishimoto-2005-359; Rogic-2013-346	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
WOODPECKER	4	Liu-2011-435; Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WORM	4	Boukadi-2015-348; Liu-2011-435; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GLOBE	4	Boukadi-2015-348; Liu-2011-435; Rogic-2013-346; Shao-2016-327	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
LAMB	4	Boukadi-2015-348; Liu-2011-435; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WHIP	4	Boukadi-2015-348; Liu-2011-435; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LANTERN	4	Boukadi-2015-348; Liu-2011-435; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BATHTUB	4	Dunabeitia-2022-500; Liu-2011-435; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MANTIS	3	Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HOE	3	Boukadi-2015-348; Hwang-2021-60; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LOTUS	3	Hwang-2021-60; Liu-2011-435; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SPARROW	3	MorenoMartinez-2012-360; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COCKROACH	3	Boukadi-2015-348; MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MUSSELS	3	Dunabeitia-2018-750; MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TOWER	3	Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HARMONICA	3	MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SKI	3	MorenoMartinez-2012-360; Nishimoto-2005-359; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GOLD	3	Dunabeitia-2018-750; MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MILK	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RIVER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MEAT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BROCCOLI	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FISHERMAN	3	Dunabeitia-2018-750; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SORCERER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WRINKLE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FAIRY	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
EMBRACE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MAN	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WALKING STICK	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COFFEE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COLUMN	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CROW	3	Dunabeitia-2018-750; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SOUP	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BUFFALO	3	Boukadi-2015-348; Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TREE STUMP	3	Dunabeitia-2018-750; Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WILD BOAR	3	Dunabeitia-2018-750; Liu-2011-435; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
PRISON	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PLANT (VEGETATION)	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
HONEY	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
NEWSPAPER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GRAVEYARD	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CHIN	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TOAD	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
NURSE	3	Dunabeitia-2018-750; Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BEAK	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ELBOW	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BREAKFAST	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHADE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BRANCH	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BRICK	3	Dunabeitia-2018-750; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FACE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LIGHTNING	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHOULDER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COFFIN	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
APRON	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
OIL (ORGANIC SUBSTANCE)	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
STATUE	3	Dunabeitia-2018-750; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TATTOO	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
POCKET	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COIN	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SCULPTOR	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BLOOD	3	Dunabeitia-2018-750; Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
NET (FOR CATCHING)	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
NIGHT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FRAME	3	Boukadi-2015-348; Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHELL	3	Dunabeitia-2018-750; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RAZOR	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FARM	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FOREST	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
